transaction_id,vehicle_id,vehicle_type,passage_time,lane_number,axle_count,toll_amount,currency,tag_status,vehicle_color,vehicle_make,vehicle_model,passage_status,gantry_id,tag_read_time,plate_captured,image_quality,weather_condition,speed_kmph,over_speed_flag
T100147,KA46AB5558,Bus,2025-06-27 06:01:45,2,2,3.39,AUD,Pending,Blue,Ford,Altroz,Retry,G2,2025-06-27 06:01:48,Yes,Glare,Sunny,70,Yes
T100148,KA79AB1187,Bike,2025-06-27 06:00:03,1,3,5.33,AUD,Valid,Blue,Ford,Altroz,Failed,G1,2025-06-27 06:00:05,Yes,Glare,Sunny,41,No
T100149,KA54AB6075,SUV,2025-06-27 06:00:45,3,2,5.61,AUD,Expired,Red,Honda,Figo,Retry,G1,2025-06-27 06:00:50,Yes,Blur,Foggy,93,No
T100150,KA83AB7900,Bus,2025-06-27 06:00:56,2,2,10.91,AUD,Valid,Blue,Ford,ModelX,Completed,G3,2025-06-27 06:01:01,No,Blur,Cloudy,31,No
T100151,KA16AB7723,Bike,2025-06-27 06:01:11,2,4,13.3,AUD,Pending,White,Honda,i20,Failed,G1,2025-06-27 06:01:15,No,Glare,Cloudy,111,Yes
T100152,KA79AB3446,Bike,2025-06-27 06:00:47,3,2,12.16,AUD,Valid,Grey,Hyundai,Figo,Failed,G3,2025-06-27 06:00:48,No,Good,Foggy,28,No
T100153,KA79AB3248,Car,2025-06-27 06:00:04,4,5,10.2,AUD,Expired,Blue,Hyundai,Civic,Failed,G1,2025-06-27 06:00:06,Yes,Good,Cloudy,26,Yes
T100154,KA82AB1465,Truck,2025-06-27 06:00:23,4,2,15.78,AUD,Valid,Blue,Toyota,i20,Retry,G1,2025-06-27 06:00:24,Yes,Glare,Foggy,38,No
T100155,KA53AB4719,SUV,2025-06-27 06:00:17,2,2,18.05,AUD,Valid,Red,Hyundai,Altroz,Failed,G2,2025-06-27 06:00:21,Yes,Good,Sunny,58,No
T100156,KA61AB4152,Truck,2025-06-27 06:00:15,1,4,7.03,AUD,Expired,Grey,Ford,ModelX,Failed,G2,2025-06-27 06:00:17,Yes,Blur,Cloudy,66,Yes
T100157,KA19AB8679,SUV,2025-06-27 06:00:03,2,4,3.85,AUD,Expired,Blue,Toyota,Civic,Retry,G2,2025-06-27 06:00:04,Yes,Blur,Cloudy,35,Yes
T100158,KA48AB4011,Car,2025-06-27 06:01:18,4,5,16.32,AUD,Pending,White,Toyota,ModelX,Failed,G3,2025-06-27 06:01:20,No,Glare,Rainy,76,Yes
T100159,KA65AB2444,SUV,2025-06-27 06:00:24,4,2,7.48,AUD,Pending,Red,Ford,Civic,Failed,G1,2025-06-27 06:00:27,No,Blur,Sunny,116,Yes
T100160,KA55AB9157,Bike,2025-06-27 06:00:02,2,3,9.25,AUD,Valid,White,Ford,i20,Retry,G2,2025-06-27 06:00:03,Yes,Dark,Rainy,56,Yes
T100161,KA39AB7222,Bike,2025-06-27 06:00:20,1,2,13.23,AUD,Valid,Black,Honda,Figo,Retry,G3,2025-06-27 06:00:21,No,Blur,Foggy,43,No
T100162,KA11AB9865,Car,2025-06-27 06:02:08,4,4,15.31,AUD,Pending,Red,Ford,Civic,Completed,G1,2025-06-27 06:02:13,No,Blur,Sunny,58,No
T100163,KA91AB9775,SUV,2025-06-27 06:01:13,1,2,12.09,AUD,Valid,Grey,Toyota,Altroz,Retry,G1,2025-06-27 06:01:18,Yes,Glare,Cloudy,46,Yes
T100164,KA21AB2488,SUV,2025-06-27 06:01:39,4,4,2.59,AUD,Valid,Blue,Ford,Figo,Retry,G2,2025-06-27 06:01:41,No,Good,Foggy,24,Yes
T100165,KA86AB3762,Bike,2025-06-27 06:02:06,2,2,19.85,AUD,Expired,Red,Honda,i20,Completed,G1,2025-06-27 06:02:11,Yes,Good,Rainy,78,Yes
T100166,KA99AB4618,Bus,2025-06-27 06:00:30,3,5,13.44,AUD,Pending,Red,Ford,ModelX,Completed,G2,2025-06-27 06:00:35,No,Glare,Cloudy,116,No
T100167,KA40AB8470,Car,2025-06-27 06:02:21,1,3,17.73,AUD,Pending,Black,Hyundai,ModelX,Retry,G2,2025-06-27 06:02:24,Yes,Blur,Cloudy,78,No
T100168,KA39AB4180,Bike,2025-06-27 06:00:53,4,5,8.55,AUD,Expired,White,Hyundai,ModelX,Failed,G1,2025-06-27 06:00:57,Yes,Blur,Rainy,77,No
T100169,KA82AB3947,SUV,2025-06-27 06:00:16,3,2,3.45,AUD,Valid,Grey,Ford,Civic,Failed,G3,2025-06-27 06:00:19,No,Blur,Sunny,27,Yes
T100170,KA16AB8056,Car,2025-06-27 06:00:12,1,2,3.18,AUD,Valid,Black,Hyundai,Altroz,Completed,G1,2025-06-27 06:00:15,Yes,Blur,Rainy,106,Yes
T100171,KA97AB6289,Bus,2025-06-27 06:00:50,2,4,14.65,AUD,Valid,Blue,Toyota,i20,Retry,G2,2025-06-27 06:00:53,Yes,Glare,Rainy,102,No
T100172,KA18AB9016,SUV,2025-06-27 06:00:37,2,4,5.71,AUD,Expired,Black,Hyundai,ModelX,Failed,G1,2025-06-27 06:00:42,No,Glare,Cloudy,22,No
T100173,KA32AB4856,Bus,2025-06-27 06:00:00,4,4,12.0,AUD,Pending,Black,Ford,i20,Completed,G1,2025-06-27 06:00:01,Yes,Blur,Cloudy,31,No
T100174,KA85AB2865,Bike,2025-06-27 06:00:11,3,5,14.85,AUD,Expired,Black,Tata,Civic,Completed,G2,2025-06-27 06:00:13,Yes,Good,Foggy,110,Yes
T100175,KA68AB2463,Bus,2025-06-27 06:00:09,3,5,14.61,AUD,Pending,Grey,Toyota,i20,Retry,G1,2025-06-27 06:00:14,No,Glare,Rainy,73,Yes
T100176,KA71AB9424,Bus,2025-06-27 06:00:23,2,3,17.32,AUD,Valid,Grey,Ford,Altroz,Failed,G2,2025-06-27 06:00:28,No,Good,Rainy,54,Yes
T100177,KA22AB4981,SUV,2025-06-27 06:01:20,3,2,7.64,AUD,Valid,Blue,Ford,Figo,Failed,G1,2025-06-27 06:01:23,Yes,Dark,Cloudy,74,Yes
T100178,KA55AB7671,SUV,2025-06-27 06:00:42,3,3,14.24,AUD,Valid,White,Ford,Figo,Failed,G1,2025-06-27 06:00:43,Yes,Dark,Rainy,90,Yes
T100179,KA23AB5961,SUV,2025-06-27 06:00:47,1,3,5.44,AUD,Pending,Red,Ford,Civic,Completed,G2,2025-06-27 06:00:51,Yes,Blur,Cloudy,40,Yes
T100180,KA03AB1075,Bike,2025-06-27 06:00:43,3,3,2.55,AUD,Pending,White,Ford,Altroz,Retry,G1,2025-06-27 06:00:47,No,Glare,Cloudy,40,Yes
T100181,KA44AB4851,Bike,2025-06-27 06:01:29,2,4,9.7,AUD,Expired,Black,Hyundai,Civic,Retry,G1,2025-06-27 06:01:31,No,Good,Foggy,91,No
T100182,KA26AB3221,Truck,2025-06-27 06:00:44,2,4,9.71,AUD,Pending,Grey,Hyundai,Figo,Retry,G2,2025-06-27 06:00:47,Yes,Good,Foggy,108,Yes
T100183,KA80AB9071,Bus,2025-06-27 06:00:10,3,2,9.58,AUD,Pending,Grey,Ford,Altroz,Completed,G1,2025-06-27 06:00:15,No,Good,Cloudy,65,Yes
T100184,KA37AB1198,SUV,2025-06-27 06:00:27,1,5,5.7,AUD,Valid,Black,Honda,Altroz,Retry,G1,2025-06-27 06:00:28,No,Good,Rainy,106,Yes
T100185,KA41AB9710,Bike,2025-06-27 06:02:18,3,5,8.74,AUD,Expired,Red,Toyota,Figo,Retry,G1,2025-06-27 06:02:20,No,Glare,Sunny,49,No
T100186,KA38AB2722,Car,2025-06-27 06:00:36,2,2,11.3,AUD,Valid,Blue,Honda,Figo,Completed,G2,2025-06-27 06:00:38,Yes,Good,Foggy,34,Yes
T100187,KA32AB1231,Car,2025-06-27 06:00:58,3,3,18.92,AUD,Valid,Black,Ford,Civic,Retry,G2,2025-06-27 06:01:01,Yes,Blur,Rainy,29,No
T100188,KA49AB5096,Truck,2025-06-27 06:00:44,4,2,3.98,AUD,Expired,Blue,Ford,ModelX,Completed,G3,2025-06-27 06:00:49,Yes,Dark,Cloudy,42,No
T100189,KA19AB1563,Truck,2025-06-27 06:00:25,3,4,13.2,AUD,Valid,Black,Ford,Altroz,Failed,G1,2025-06-27 06:00:28,Yes,Glare,Sunny,102,Yes
T100190,KA67AB4932,Truck,2025-06-27 06:00:00,2,2,18.65,AUD,Expired,Grey,Hyundai,Figo,Failed,G2,2025-06-27 06:00:01,No,Glare,Sunny,76,No
T100191,KA68AB3540,Bike,2025-06-27 06:00:00,3,3,4.36,AUD,Expired,Grey,Ford,Civic,Failed,G1,2025-06-27 06:00:05,Yes,Glare,Sunny,112,Yes
T100192,KA92AB3847,Car,2025-06-27 06:00:00,3,3,9.53,AUD,Expired,Red,Toyota,i20,Completed,G2,2025-06-27 06:00:05,Yes,Glare,Sunny,54,No
T100193,KA20AB3786,Bike,2025-06-27 06:00:04,4,5,11.23,AUD,Pending,White,Toyota,i20,Retry,G2,2025-06-27 06:00:07,No,Blur,Sunny,66,Yes
T100194,KA80AB5511,Bus,2025-06-27 06:00:50,3,5,6.88,AUD,Valid,Red,Hyundai,ModelX,Retry,G2,2025-06-27 06:00:54,Yes,Good,Sunny,98,Yes
T100195,KA14AB4319,Bike,2025-06-27 06:03:48,2,4,13.51,AUD,Pending,Blue,Tata,i20,Retry,G1,2025-06-27 06:03:53,No,Dark,Cloudy,102,Yes
T100196,KA21AB9376,SUV,2025-06-27 06:01:14,4,5,8.93,AUD,Valid,Black,Ford,Altroz,Failed,G1,2025-06-27 06:01:18,Yes,Dark,Cloudy,25,No
T100197,KA63AB7309,Car,2025-06-27 06:00:45,4,2,18.81,AUD,Pending,Red,Ford,ModelX,Completed,G1,2025-06-27 06:00:47,No,Blur,Sunny,80,Yes
T100198,KA81AB4974,Bike,2025-06-27 06:00:11,2,2,19.12,AUD,Expired,Red,Honda,i20,Failed,G1,2025-06-27 06:00:12,Yes,Blur,Sunny,25,No
T100199,KA09AB9567,Truck,2025-06-27 06:00:06,2,2,8.89,AUD,Pending,Blue,Honda,Figo,Completed,G3,2025-06-27 06:00:08,Yes,Blur,Sunny,107,No
T100200,KA28AB8538,Car,2025-06-27 06:00:20,2,2,18.84,AUD,Valid,Black,Honda,i20,Retry,G3,2025-06-27 06:00:23,No,Good,Cloudy,68,No
T100201,KA01AB1571,Bus,2025-06-27 06:00:01,2,2,7.18,AUD,Pending,Blue,Honda,ModelX,Completed,G3,2025-06-27 06:00:04,Yes,Glare,Rainy,73,No
T100202,KA92AB2298,SUV,2025-06-27 06:01:24,4,2,3.97,AUD,Expired,White,Toyota,Figo,Retry,G2,2025-06-27 06:01:26,No,Blur,Rainy,28,Yes
T100203,KA86AB5953,SUV,2025-06-27 06:00:47,1,4,16.05,AUD,Valid,Red,Ford,i20,Failed,G2,2025-06-27 06:00:49,No,Blur,Sunny,98,Yes
T100204,KA75AB4552,Truck,2025-06-27 06:00:17,2,5,9.22,AUD,Expired,Blue,Hyundai,ModelX,Retry,G2,2025-06-27 06:00:20,Yes,Dark,Cloudy,23,Yes
T100205,KA81AB3099,Bus,2025-06-27 06:00:45,4,3,6.82,AUD,Pending,Red,Tata,ModelX,Completed,G3,2025-06-27 06:00:49,Yes,Glare,Cloudy,41,Yes
T100206,KA95AB8918,Bike,2025-06-27 06:00:10,2,4,14.92,AUD,Valid,White,Tata,ModelX,Completed,G2,2025-06-27 06:00:11,Yes,Dark,Foggy,50,No
T100207,KA57AB5900,Car,2025-06-27 06:00:51,1,5,6.06,AUD,Expired,Red,Honda,i20,Retry,G1,2025-06-27 06:00:54,No,Good,Rainy,82,No
T100208,KA93AB2726,Bike,2025-06-27 06:00:18,2,2,18.26,AUD,Pending,Red,Honda,Figo,Failed,G1,2025-06-27 06:00:21,Yes,Good,Cloudy,35,No
T100209,KA06AB5497,Bike,2025-06-27 06:00:18,4,5,5.24,AUD,Valid,Blue,Honda,Altroz,Retry,G2,2025-06-27 06:00:20,Yes,Dark,Cloudy,22,Yes
T100210,KA85AB1576,Bike,2025-06-27 06:00:29,3,3,7.2,AUD,Valid,Red,Hyundai,ModelX,Failed,G1,2025-06-27 06:00:31,No,Dark,Cloudy,22,Yes
T100211,KA17AB5314,SUV,2025-06-27 06:00:23,4,4,13.02,AUD,Pending,Black,Hyundai,i20,Failed,G3,2025-06-27 06:00:25,Yes,Glare,Foggy,61,No
T100212,KA77AB5812,Car,2025-06-27 06:00:15,2,3,2.87,AUD,Pending,Grey,Toyota,ModelX,Completed,G3,2025-06-27 06:00:20,Yes,Glare,Foggy,49,Yes
T100213,KA12AB2584,Bike,2025-06-27 06:01:24,3,3,5.57,AUD,Expired,Red,Honda,Civic,Completed,G1,2025-06-27 06:01:27,Yes,Dark,Rainy,61,No
T100214,KA02AB8580,Bike,2025-06-27 06:00:39,3,5,3.28,AUD,Pending,Blue,Ford,i20,Retry,G3,2025-06-27 06:00:40,Yes,Blur,Rainy,104,No
T100215,KA84AB8688,Bus,2025-06-27 06:00:34,2,5,17.24,AUD,Pending,White,Hyundai,Figo,Completed,G1,2025-06-27 06:00:39,Yes,Good,Cloudy,69,Yes
T100216,KA31AB7777,Truck,2025-06-27 06:01:43,2,3,19.72,AUD,Pending,Black,Honda,Figo,Completed,G2,2025-06-27 06:01:47,Yes,Glare,Cloudy,38,Yes
T100217,KA54AB2109,Truck,2025-06-27 06:00:10,1,2,2.61,AUD,Valid,Red,Ford,ModelX,Retry,G1,2025-06-27 06:00:14,No,Good,Rainy,119,Yes
T100218,KA24AB5130,SUV,2025-06-27 06:00:55,4,5,17.25,AUD,Pending,White,Honda,Figo,Retry,G3,2025-06-27 06:00:56,Yes,Glare,Foggy,58,Yes
T100219,KA25AB5357,Bike,2025-06-27 06:00:37,2,4,17.17,AUD,Expired,Red,Ford,Civic,Failed,G1,2025-06-27 06:00:38,Yes,Good,Sunny,111,No
T100220,KA80AB7149,Truck,2025-06-27 06:00:27,3,4,10.74,AUD,Valid,Red,Ford,Figo,Retry,G1,2025-06-27 06:00:31,No,Blur,Rainy,103,Yes
T100221,KA79AB5373,SUV,2025-06-27 06:00:44,2,5,11.13,AUD,Valid,White,Honda,i20,Completed,G1,2025-06-27 06:00:47,No,Blur,Sunny,27,No
T100222,KA93AB1443,Bike,2025-06-27 06:01:20,3,4,7.47,AUD,Valid,Red,Toyota,Civic,Retry,G2,2025-06-27 06:01:24,Yes,Glare,Foggy,41,No
T100223,KA92AB8820,Bike,2025-06-27 06:00:21,3,5,13.52,AUD,Valid,Red,Ford,Altroz,Failed,G2,2025-06-27 06:00:23,Yes,Blur,Cloudy,88,Yes
T100224,KA83AB1535,Car,2025-06-27 06:01:28,4,2,12.93,AUD,Expired,White,Ford,i20,Completed,G2,2025-06-27 06:01:29,No,Good,Rainy,97,Yes
T100225,KA26AB3841,Truck,2025-06-27 06:01:43,1,2,18.65,AUD,Valid,White,Toyota,Figo,Retry,G2,2025-06-27 06:01:45,Yes,Good,Foggy,33,Yes
T100226,KA27AB7458,Bus,2025-06-27 06:00:32,4,4,17.33,AUD,Valid,White,Hyundai,ModelX,Failed,G2,2025-06-27 06:00:33,No,Dark,Sunny,38,Yes
T100227,KA09AB5051,Car,2025-06-27 06:00:08,4,4,19.26,AUD,Valid,Red,Hyundai,Figo,Completed,G3,2025-06-27 06:00:12,Yes,Blur,Cloudy,57,Yes
T100228,KA13AB8642,Car,2025-06-27 06:02:43,4,5,13.38,AUD,Valid,Black,Ford,ModelX,Failed,G3,2025-06-27 06:02:44,Yes,Dark,Sunny,94,No
T100229,KA21AB2668,SUV,2025-06-27 06:00:04,1,2,8.24,AUD,Pending,White,Toyota,ModelX,Completed,G2,2025-06-27 06:00:06,Yes,Blur,Sunny,69,No
T100230,KA11AB7100,Truck,2025-06-27 06:00:51,1,4,7.72,AUD,Valid,Blue,Ford,i20,Completed,G2,2025-06-27 06:00:53,No,Good,Sunny,89,Yes
T100231,KA84AB9559,Car,2025-06-27 06:00:42,3,3,5.68,AUD,Pending,Grey,Hyundai,i20,Failed,G2,2025-06-27 06:00:47,No,Good,Sunny,48,No
T100232,KA55AB7905,Car,2025-06-27 06:00:10,2,3,3.97,AUD,Pending,Grey,Tata,Altroz,Failed,G1,2025-06-27 06:00:13,Yes,Dark,Sunny,56,No
T100233,KA36AB9366,Bike,2025-06-27 06:00:05,1,5,9.28,AUD,Expired,Red,Honda,ModelX,Retry,G1,2025-06-27 06:00:06,Yes,Dark,Foggy,114,No
T100234,KA88AB6594,SUV,2025-06-27 06:02:44,4,2,6.74,AUD,Valid,Black,Honda,i20,Retry,G3,2025-06-27 06:02:48,No,Blur,Foggy,103,Yes
T100235,KA63AB4278,Truck,2025-06-27 06:00:31,2,5,7.09,AUD,Pending,Grey,Toyota,Altroz,Failed,G3,2025-06-27 06:00:33,No,Dark,Sunny,64,Yes
T100236,KA99AB5827,SUV,2025-06-27 06:00:45,2,3,17.02,AUD,Pending,Grey,Hyundai,Altroz,Completed,G3,2025-06-27 06:00:48,No,Glare,Foggy,28,Yes
T100237,KA01AB1216,SUV,2025-06-27 06:00:30,4,2,3.85,AUD,Pending,Black,Hyundai,Civic,Failed,G3,2025-06-27 06:00:33,Yes,Glare,Sunny,25,Yes
T100238,KA60AB8444,Bus,2025-06-27 06:00:24,4,2,8.62,AUD,Expired,Red,Honda,ModelX,Failed,G1,2025-06-27 06:00:27,Yes,Blur,Rainy,74,Yes
T100239,KA64AB4530,SUV,2025-06-27 06:00:22,1,5,12.93,AUD,Expired,Black,Ford,Civic,Failed,G1,2025-06-27 06:00:23,Yes,Blur,Foggy,36,No
T100240,KA08AB6266,Bike,2025-06-27 06:01:03,1,2,15.94,AUD,Valid,White,Honda,ModelX,Completed,G2,2025-06-27 06:01:08,Yes,Dark,Sunny,114,Yes
T100241,KA29AB1453,Car,2025-06-27 06:01:23,1,4,7.06,AUD,Expired,Grey,Ford,ModelX,Failed,G1,2025-06-27 06:01:26,Yes,Glare,Cloudy,87,Yes
T100242,KA71AB9777,SUV,2025-06-27 06:00:40,3,5,19.17,AUD,Pending,Black,Toyota,Figo,Failed,G2,2025-06-27 06:00:44,No,Glare,Rainy,111,No
T100243,KA56AB7240,Bike,2025-06-27 06:00:12,1,3,19.08,AUD,Expired,White,Honda,ModelX,Retry,G1,2025-06-27 06:00:14,Yes,Glare,Rainy,104,Yes
T100244,KA10AB7838,SUV,2025-06-27 06:01:32,2,2,12.23,AUD,Valid,Blue,Honda,Altroz,Retry,G2,2025-06-27 06:01:37,Yes,Glare,Sunny,104,Yes
T100245,KA13AB1744,Car,2025-06-27 06:00:56,4,4,4.58,AUD,Valid,Blue,Tata,Civic,Completed,G3,2025-06-27 06:01:01,No,Dark,Rainy,40,No
T100246,KA87AB3300,Bus,2025-06-27 06:00:50,3,4,17.07,AUD,Valid,White,Ford,Civic,Failed,G1,2025-06-27 06:00:51,No,Blur,Foggy,79,Yes
T100247,KA82AB7079,Bike,2025-06-27 06:00:30,1,3,17.27,AUD,Expired,Grey,Toyota,Civic,Failed,G3,2025-06-27 06:00:32,No,Glare,Cloudy,27,Yes
T100248,KA71AB9855,Truck,2025-06-27 06:00:13,1,2,11.86,AUD,Pending,Blue,Ford,ModelX,Completed,G3,2025-06-27 06:00:18,Yes,Glare,Foggy,31,No
T100249,KA87AB7454,SUV,2025-06-27 06:00:18,1,4,7.92,AUD,Expired,Black,Tata,ModelX,Failed,G1,2025-06-27 06:00:23,No,Good,Cloudy,51,No
T100250,KA51AB9415,Bike,2025-06-27 06:00:06,1,4,15.4,AUD,Expired,White,Hyundai,Figo,Failed,G1,2025-06-27 06:00:08,No,Dark,Foggy,84,No
T100251,KA15AB7537,SUV,2025-06-27 06:00:01,2,2,5.33,AUD,Expired,Grey,Honda,ModelX,Completed,G2,2025-06-27 06:00:02,Yes,Blur,Sunny,75,No
T100252,KA18AB3320,Car,2025-06-27 06:00:53,2,3,5.29,AUD,Pending,Blue,Tata,ModelX,Failed,G2,2025-06-27 06:00:57,No,Dark,Cloudy,53,Yes
T100253,KA62AB4553,Bike,2025-06-27 06:00:18,2,4,11.32,AUD,Pending,White,Honda,ModelX,Completed,G3,2025-06-27 06:00:23,No,Good,Rainy,63,No
T100254,KA24AB3352,Car,2025-06-27 06:02:48,3,4,15.42,AUD,Valid,Grey,Honda,Civic,Completed,G1,2025-06-27 06:02:53,Yes,Dark,Cloudy,31,No
T100255,KA96AB2740,Truck,2025-06-27 06:00:20,2,5,4.19,AUD,Pending,Red,Hyundai,i20,Failed,G3,2025-06-27 06:00:21,No,Glare,Foggy,33,Yes
T100256,KA87AB7402,Truck,2025-06-27 06:00:38,3,4,4.82,AUD,Valid,White,Toyota,i20,Completed,G3,2025-06-27 06:00:40,No,Dark,Cloudy,42,No
T100257,KA30AB5803,Bike,2025-06-27 06:00:42,2,5,17.41,AUD,Pending,Blue,Tata,Altroz,Retry,G1,2025-06-27 06:00:47,Yes,Dark,Cloudy,38,Yes
T100258,KA79AB9684,Bus,2025-06-27 06:01:34,2,4,8.34,AUD,Pending,White,Ford,ModelX,Retry,G2,2025-06-27 06:01:36,Yes,Good,Rainy,91,Yes
T100259,KA68AB9921,Car,2025-06-27 06:00:44,3,2,15.3,AUD,Valid,Red,Tata,Altroz,Failed,G1,2025-06-27 06:00:45,Yes,Dark,Rainy,75,Yes
T100260,KA38AB5548,Bus,2025-06-27 06:00:49,1,5,13.7,AUD,Valid,White,Honda,Civic,Retry,G1,2025-06-27 06:00:53,No,Good,Rainy,119,Yes
T100261,KA96AB2998,Bike,2025-06-27 06:00:04,2,5,12.37,AUD,Expired,Blue,Toyota,Civic,Completed,G3,2025-06-27 06:00:06,No,Blur,Rainy,75,No
T100262,KA46AB2690,SUV,2025-06-27 06:00:39,4,3,14.03,AUD,Valid,Blue,Ford,i20,Failed,G1,2025-06-27 06:00:41,No,Blur,Rainy,71,No
T100263,KA81AB9496,Truck,2025-06-27 06:01:04,3,3,10.31,AUD,Expired,Grey,Ford,Figo,Retry,G3,2025-06-27 06:01:08,Yes,Glare,Cloudy,61,No
T100264,KA62AB3397,Truck,2025-06-27 06:00:04,1,4,18.35,AUD,Pending,Black,Toyota,i20,Completed,G1,2025-06-27 06:00:05,No,Good,Rainy,66,Yes
T100265,KA98AB6846,Bus,2025-06-27 06:01:06,1,5,18.3,AUD,Pending,Blue,Toyota,Altroz,Failed,G2,2025-06-27 06:01:11,Yes,Good,Cloudy,100,No
T100266,KA63AB1030,Bus,2025-06-27 06:00:29,3,3,17.12,AUD,Pending,Grey,Hyundai,Figo,Retry,G1,2025-06-27 06:00:33,No,Dark,Rainy,40,Yes
T100267,KA96AB5015,SUV,2025-06-27 06:00:13,1,2,4.35,AUD,Expired,Red,Toyota,Figo,Failed,G2,2025-06-27 06:00:16,No,Dark,Foggy,106,No
T100268,KA52AB6344,Bike,2025-06-27 06:00:23,4,4,11.35,AUD,Valid,Blue,Toyota,i20,Failed,G1,2025-06-27 06:00:26,No,Blur,Foggy,76,Yes
T100269,KA72AB2208,SUV,2025-06-27 06:00:23,4,2,2.8,AUD,Pending,Red,Toyota,ModelX,Retry,G1,2025-06-27 06:00:26,No,Blur,Rainy,98,Yes
T100270,KA28AB1516,Car,2025-06-27 06:01:50,1,3,10.25,AUD,Expired,Blue,Tata,i20,Retry,G2,2025-06-27 06:01:51,Yes,Glare,Sunny,101,Yes
T100271,KA18AB6679,Bus,2025-06-27 06:01:03,3,5,17.1,AUD,Valid,Grey,Ford,Figo,Completed,G1,2025-06-27 06:01:04,Yes,Dark,Foggy,75,Yes
T100272,KA81AB6539,Car,2025-06-27 06:02:16,4,4,12.3,AUD,Pending,Blue,Toyota,Civic,Completed,G3,2025-06-27 06:02:20,Yes,Dark,Sunny,92,No
T100273,KA01AB7056,Car,2025-06-27 06:01:26,3,4,19.71,AUD,Pending,White,Toyota,ModelX,Retry,G1,2025-06-27 06:01:31,No,Glare,Foggy,67,Yes
T100274,KA40AB6716,Bike,2025-06-27 06:00:17,2,4,7.18,AUD,Pending,White,Toyota,i20,Retry,G1,2025-06-27 06:00:22,Yes,Glare,Cloudy,23,No
T100275,KA59AB5324,Car,2025-06-27 06:00:15,2,5,17.33,AUD,Expired,Black,Hyundai,Altroz,Retry,G1,2025-06-27 06:00:16,Yes,Glare,Foggy,108,No
T100276,KA05AB6636,SUV,2025-06-27 06:02:22,3,5,11.27,AUD,Pending,Red,Ford,i20,Retry,G1,2025-06-27 06:02:24,No,Dark,Cloudy,46,No
T100277,KA72AB1947,Car,2025-06-27 06:00:40,4,3,9.21,AUD,Pending,Grey,Ford,Civic,Failed,G3,2025-06-27 06:00:43,No,Dark,Foggy,71,Yes
T100278,KA92AB4913,SUV,2025-06-27 06:01:32,3,3,2.59,AUD,Expired,Grey,Ford,ModelX,Retry,G3,2025-06-27 06:01:36,Yes,Dark,Sunny,25,No
T100279,KA43AB8762,SUV,2025-06-27 06:01:52,3,4,10.72,AUD,Valid,White,Honda,Altroz,Failed,G3,2025-06-27 06:01:56,Yes,Blur,Sunny,108,No
T100280,KA19AB5853,Bike,2025-06-27 06:00:19,3,4,2.51,AUD,Pending,White,Tata,Figo,Completed,G2,2025-06-27 06:00:20,Yes,Glare,Sunny,54,No
T100281,KA03AB1279,Truck,2025-06-27 06:02:01,4,5,7.43,AUD,Valid,White,Toyota,ModelX,Retry,G3,2025-06-27 06:02:06,Yes,Glare,Rainy,117,Yes
T100282,KA35AB8108,Bike,2025-06-27 06:00:09,2,4,14.17,AUD,Valid,Black,Ford,ModelX,Retry,G1,2025-06-27 06:00:13,Yes,Glare,Foggy,113,Yes
T100283,KA56AB7369,Bike,2025-06-27 06:00:02,4,3,8.53,AUD,Valid,White,Tata,Figo,Retry,G1,2025-06-27 06:00:06,No,Good,Rainy,69,Yes
T100284,KA07AB2818,SUV,2025-06-27 06:00:18,1,5,7.52,AUD,Valid,Black,Hyundai,Civic,Completed,G2,2025-06-27 06:00:23,Yes,Blur,Sunny,84,Yes
T100285,KA29AB3608,Truck,2025-06-27 06:00:10,2,5,12.11,AUD,Valid,Black,Ford,i20,Failed,G2,2025-06-27 06:00:13,Yes,Dark,Foggy,91,No
T100286,KA61AB2837,Truck,2025-06-27 06:00:59,1,3,16.23,AUD,Pending,White,Honda,Figo,Retry,G1,2025-06-27 06:01:04,No,Good,Cloudy,41,No
T100287,KA28AB4438,Truck,2025-06-27 06:00:38,3,5,15.53,AUD,Expired,White,Honda,Altroz,Completed,G3,2025-06-27 06:00:39,No,Dark,Rainy,101,No
T100288,KA05AB7945,SUV,2025-06-27 06:01:29,2,3,5.18,AUD,Pending,Blue,Ford,ModelX,Retry,G2,2025-06-27 06:01:34,Yes,Good,Foggy,29,No
T100289,KA37AB1177,SUV,2025-06-27 06:00:43,4,2,13.66,AUD,Expired,Grey,Honda,Figo,Completed,G3,2025-06-27 06:00:44,No,Blur,Cloudy,72,Yes
T100290,KA39AB8481,SUV,2025-06-27 06:00:25,3,5,6.59,AUD,Pending,Grey,Tata,i20,Failed,G3,2025-06-27 06:00:29,No,Blur,Sunny,34,No
T100291,KA67AB6404,Truck,2025-06-27 06:00:16,2,5,16.06,AUD,Valid,Blue,Toyota,Civic,Failed,G1,2025-06-27 06:00:17,No,Glare,Rainy,74,Yes
T100292,KA54AB3829,Bus,2025-06-27 06:01:37,3,5,15.23,AUD,Valid,Grey,Honda,Civic,Completed,G2,2025-06-27 06:01:39,Yes,Blur,Foggy,85,No
T100293,KA54AB9018,Car,2025-06-27 06:00:09,3,5,7.54,AUD,Valid,Black,Hyundai,Figo,Failed,G3,2025-06-27 06:00:13,No,Dark,Cloudy,92,Yes
